transaction_id,fiscal_year,txn_date,source_type,source_file,source_locator,account_owner,account_name,payment_method,card_last4,counterparty,description,amount,currency,cad_amount,fx_rate_to_cad,linked_document_ids,receipt_status,notes
tx-2025-bank-20250805-d21e50a1d6,2025,2025-08-05,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=97,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***JVg,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250812-2170e7193c,2025,2025-08-12,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=98,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***GHX,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250814-df4fad132e,2025,2025-08-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=99,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***DVj,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20250815-f182e1d751,2025,2025-08-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=100,corporate,TD Business Chequing,chequing,,TD Transfer,JR411 TFR-TO C/C,-8100.00,CAD,-8100.00,,doc-20250815-td-canada-trust-8100.00CAD-38d047d8df,found,
tx-2025-bank-20250815-2b91511e82,2025,2025-08-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=101,corporate,TD Business Chequing,chequing,,TD Transfer,JR460 TFR-TO C/C,-2771.40,CAD,-2771.40,,doc-20250815-td-canada-trust-2771.40CAD-394725b7dc,found,
tx-2025-bank-20250818-764a0be6d2,2025,2025-08-18,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=102,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***rTM,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250826-b91d5548d6,2025,2025-08-26,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=103,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***VtY,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250829-efd9feb873,2025,2025-08-29,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=104,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20250902-fa67457e2b,2025,2025-09-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=105,corporate,TD Business Chequing,chequing,,TD Transfer,UW273 TFR-TO 6084079,-2800.00,CAD,-2800.00,,doc-20250830-td-canada-trust-2800.00CAD-1fc54e5e78,found,
tx-2025-bank-20250902-6653b01de9,2025,2025-09-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=106,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***c65,2000.00,CAD,2000.00,,doc-20250902-bmo-2000.00CAD-456e0720a2,found,Linked evidence vendor: BMO
tx-2025-bank-20250903-755ffac80f,2025,2025-09-03,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=107,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***SXv,-2730.00,CAD,-2730.00,,,missing,
tx-2025-bank-20250915-7462873a5f,2025,2025-09-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=108,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***Y78,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250915-823b9aa63e,2025,2025-09-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=109,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***ZeM,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20250915-84dd056697,2025,2025-09-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=110,corporate,TD Business Chequing,chequing,,TD Transfer,RL292 TFR-TO 6084079,-5800.00,CAD,-5800.00,,doc-20250915-td-canada-trust-5800.00CAD-031c5e2d72,found,
tx-2025-bank-20250915-868f1d1018,2025,2025-09-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=111,corporate,TD Business Chequing,chequing,,TD Transfer,RL305 TFR-TO C/C,-821.84,CAD,-821.84,,doc-20250915-td-canada-trust-821.84CAD-613b248dd4,found,
tx-2025-bank-20250916-60063c839a,2025,2025-09-16,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=112,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***kH7,-2730.00,CAD,-2730.00,,,missing,
tx-2025-bank-20250916-d91be56af9,2025,2025-09-16,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=113,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***JrY,1187.31,CAD,1187.31,,,missing,
tx-2025-bank-20250925-08f2dd0717,2025,2025-09-25,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=114,corporate,TD Business Chequing,chequing,,Tax payment/fee,TXINS 4693640    BUS,-2700.00,CAD,-2700.00,,,not_applicable,
tx-2025-bank-20250929-322eb13e55,2025,2025-09-29,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=115,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***PyD,5387.31,CAD,5387.31,,,missing,
tx-2025-bank-20250929-0ce5601a36,2025,2025-09-29,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=116,corporate,TD Business Chequing,chequing,,TD Transfer,RW362 TFR-TO 6084079,-2500.00,CAD,-2500.00,,doc-20250929-td-canada-trust-2500.00CAD-8306da00a6,found,
tx-2025-bank-20250929-e82bb3de6c,2025,2025-09-29,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=117,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20251001-eae56ef984,2025,2025-10-01,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=118,corporate,TD Business Chequing,chequing,,Tax payment/fee,TAX PYT FEE,-2.00,CAD,-2.00,,,not_applicable,
tx-2025-bank-20251006-ce9377738c,2025,2025-10-06,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=119,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***xce,-1680.00,CAD,-1680.00,,,missing,
tx-2025-bank-20251014-7c8c26fd63,2025,2025-10-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=120,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***c8t,5837.31,CAD,5837.31,,,missing,
tx-2025-bank-20251014-9c24647edf,2025,2025-10-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=121,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***bfs,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20251015-2c86a00f92,2025,2025-10-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=122,corporate,TD Business Chequing,chequing,,TD Transfer,HQ273 TFR-TO 6084079,-7100.00,CAD,-7100.00,,doc-20251015-td-canada-trust-7100.00CAD-9b47fb6297,found,
tx-2025-bank-20251015-42d4e461ff,2025,2025-10-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=123,corporate,TD Business Chequing,chequing,,TD Transfer,HQ304 TFR-TO C/C,-1720.02,CAD,-1720.02,,doc-20251015-td-canada-trust-1720.02CAD-9c3dbaeb3f,found,
tx-2025-bank-20251016-c1374b9e55,2025,2025-10-16,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=124,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***S6z,-2415.00,CAD,-2415.00,,,missing,
tx-2025-bank-20251027-e9a15e7b80,2025,2025-10-27,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=125,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***jrg,5387.31,CAD,5387.31,,,missing,
tx-2025-bank-20251027-0490906239,2025,2025-10-27,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=126,corporate,TD Business Chequing,chequing,,Tax payment/fee,GST-P 4836070    BUS,-1500.00,CAD,-1500.00,,,not_applicable,
tx-2025-bank-20251031-2edbdb9506,2025,2025-10-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=127,corporate,TD Business Chequing,chequing,,TD Transfer,JW375 TFR-TO 6084079,-2900.00,CAD,-2900.00,,doc-20251031-td-canada-trust-2900.00CAD-fdb41791fc,found,
tx-2025-bank-20251031-e8c9073d76,2025,2025-10-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=128,corporate,TD Business Chequing,chequing,,TD Business Chequing,Wise  MSP,-42.00,CAD,-42.00,,,missing,
tx-2025-bank-20251031-1ce44ec6b5,2025,2025-10-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=129,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20251103-dd84691eee,2025,2025-11-03,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=130,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***EdJ,-1365.00,CAD,-1365.00,,,missing,
tx-2025-bank-20251103-048be8bc66,2025,2025-11-03,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=131,corporate,TD Business Chequing,chequing,,Tax payment/fee,TAX PYT FEE,-2.00,CAD,-2.00,,,not_applicable,
tx-2025-bank-20251114-a9fa67fec1,2025,2025-11-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=132,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***XEz,3750.00,CAD,3750.00,,,missing,
tx-2025-bank-20251114-2bcbbfc72e,2025,2025-11-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=133,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***NA9,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20251117-bd0739adb6,2025,2025-11-17,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=134,corporate,TD Business Chequing,chequing,,TD Transfer,UW471 TFR-TO 6084079,-6000.00,CAD,-6000.00,,doc-20251115-td-canada-trust-6000.00CAD-9e3242a1e5,found,
tx-2025-bank-20251117-6600798fad,2025,2025-11-17,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=135,corporate,TD Business Chequing,chequing,,TD Transfer,UW530 TFR-TO C/C,-1352.93,CAD,-1352.93,,doc-20251115-td-canada-trust-1352.93CAD-f6a73fb51f,found,
tx-2025-bank-20251119-24e4997fa3,2025,2025-11-19,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=136,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***WKn,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20251128-e1845567f9,2025,2025-11-28,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=137,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***HZV,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20251128-19caec2546,2025,2025-11-28,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=138,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20251201-0004439000,2025,2025-12-01,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=139,corporate,TD Business Chequing,chequing,,TD Transfer,LW275 TFR-TO 6084079,-2300.00,CAD,-2300.00,,doc-20251130-td-canada-trust-2300.00CAD-ec568c03d1,found,
tx-2025-bank-20251202-72ce57b491,2025,2025-12-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=140,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***3A6,-1050.00,CAD,-1050.00,,,missing,
tx-2025-bank-20251211-8477c0d0e2,2025,2025-12-11,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=141,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***teh,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20251211-3c8177edcf,2025,2025-12-11,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=142,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***E3Q,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20251215-669d80543a,2025,2025-12-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=143,corporate,TD Business Chequing,chequing,,TD Transfer,RQ130 TFR-TO 6084079,-7500.00,CAD,-7500.00,,doc-20251215-td-canada-trust-7500.00CAD-98fcb03290,found,
tx-2025-bank-20251215-b0f5786852,2025,2025-12-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=144,corporate,TD Business Chequing,chequing,,TD Transfer,RQ100 TFR-TO C/C,-1647.41,CAD,-1647.41,,doc-20251215-td-canada-trust-1647.41CAD-3f45cb957a,found,
tx-2025-bank-20251217-27e11b0bd7,2025,2025-12-17,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=145,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***D3w,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20251222-e394389fa0,2025,2025-12-22,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=146,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***7Z8,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20251229-dd9a84b151,2025,2025-12-29,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=147,corporate,TD Business Chequing,chequing,,Tax payment/fee,TXINS 4262840    BUS,-2700.00,CAD,-2700.00,,,not_applicable,
tx-2025-bank-20251230-0ae34fae54,2025,2025-12-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=148,corporate,TD Business Chequing,chequing,,TD Transfer,WW131 TFR-TO 6084079,-2800.00,CAD,-2800.00,,doc-20251230-td-canada-trust-2800.00CAD-4a5c549f06,found,
tx-2025-bank-20251231-dd9807f884,2025,2025-12-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=149,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***7yD,525.00,CAD,525.00,,doc-20251231-kefelan-solutions-inc-525.00CAD-ea7cf7c1d6,found,Linked evidence vendor: Kefelan Solutions Inc.
tx-2025-bank-20251231-74ae759703,2025,2025-12-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=150,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-cc-20250107-3bdcef8a4f,2025,2025-01-07,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=678,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *JETBRAINSAM 4029357733,-17.04,CAD,-17.04,,,missing,
tx-2025-cc-20250107-9d8e7935ac,2025,2025-01-07,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=680,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *GITHUB INC 4029357733,-12.05,CAD,-12.05,,,missing,
tx-2025-cc-20250108-cb99d4be4e,2025,2025-01-08,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=682,corporate,TD Business VISA,credit_card,5143,Rogers,ROGERS ******1233 888-764-3771,-297.22,CAD,-297.22,,,missing,
tx-2025-cc-20250113-ee705d2669,2025,2025-01-13,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=684,corporate,TD Business VISA,credit_card,5143,PayPal,PP*ADOBE INC ADOBE 4029357733,-12.99,CAD,-12.99,,,missing,
tx-2025-cc-20250113-17747b9f7e,2025,2025-01-13,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=686,corporate,TD Business VISA,credit_card,5143,GOOGLE,GOOGLE *YouTubePremium g.co/helppay,-24.60,CAD,-24.60,,,missing,
tx-2025-cc-20250113-caf0bf7b7f,2025,2025-01-13,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=688,corporate,TD Business VISA,credit_card,5143,Uber,UBER CANADA/UBERTRIP TORONTO,-8.25,CAD,-8.25,,doc-20250111-uber-8.25CAD-b6f7d72d2b,found,
tx-2025-cc-20250113-17870bb414,2025,2025-01-13,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=690,corporate,TD Business VISA,credit_card,5143,THE,THE FAIRMONT WATERFRONT,-350.49,CAD,-350.49,,,missing,
tx-2025-cc-20250115-d386881f6b,2025,2025-01-15,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=696,corporate,TD Business VISA,credit_card,5143,Microsoft,MICROSOFT#G074470671 MSBILL.INFO,-15.72,CAD,-15.72,,,missing,
tx-2025-cc-20250115-105de271cf,2025,2025-01-15,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=698,corporate,TD Business VISA,credit_card,5143,Microsoft,MICROSOFT#G074447873 MSBILL.INFO,-30.25,CAD,-30.25,,,missing,
tx-2025-cc-20250116-79fae6f8bc,2025,2025-01-16,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=700,corporate,TD Business VISA,credit_card,5143,PAYMENT,PAYMENT - THANK YOU,1947.06,CAD,1947.06,,,missing,
tx-2025-cc-20250122-2180e9a27e,2025,2025-01-22,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=711,corporate,TD Business VISA,credit_card,5143,Amazon,AMZN Mktp CA*ZC0GA7AE2,-38.64,CAD,-38.64,,,missing,
tx-2025-cc-20250123-3e026bfbb6,2025,2025-01-23,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,line=735,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *DROPBOX 4029357733,-17.91,CAD,-17.91,,,missing,
tx-2025-cc-20250127-3da103660b,2025,2025-01-27,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=840-843,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *PADDLE.NET 35314369001,-20.14,CAD,-20.14,,,missing,
tx-2025-cc-20250127-63bda82e4b,2025,2025-01-27,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=847-850,corporate,TD Business VISA,credit_card,5143,Uber,UBER CANADA/UBERTRIP TORONTO,-10.62,CAD,-10.62,,doc-20250125-uber-10.62CAD-9318804446,found,
tx-2025-cc-20250203-fb912b1203,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=854-857,corporate,TD Business VISA,credit_card,5143,GOOGLE,GOOGLE *GSUITE_chatbas 855-222-8603,-10.02,CAD,-10.02,,,ambiguous,"Multiple doc candidates: doc-20250131-google-10.02CAD-11ddb84562, doc-20250131-google-10.02CAD-2923a85b22, doc-20250131-google-10.02CAD-c5bf85a1b4"
tx-2025-cc-20250203-4e09ea3a96,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=861-864,corporate,TD Business VISA,credit_card,5143,GOOGLE,GOOGLE *GSUITE_referra 855-222-8603,-10.02,CAD,-10.02,,,ambiguous,"Multiple doc candidates: doc-20250131-google-10.02CAD-11ddb84562, doc-20250131-google-10.02CAD-2923a85b22, doc-20250131-google-10.02CAD-c5bf85a1b4"
tx-2025-cc-20250203-8307b98281,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=868-871,corporate,TD Business VISA,credit_card,5143,GOOGLE,GOOGLE *GSUITE_3win.ap 855-222-8603,-10.02,CAD,-10.02,,,ambiguous,"Multiple doc candidates: doc-20250131-google-10.02CAD-11ddb84562, doc-20250131-google-10.02CAD-2923a85b22, doc-20250131-google-10.02CAD-c5bf85a1b4"
tx-2025-cc-20250203-b39f531b56,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=875-878,corporate,TD Business VISA,credit_card,5143,GOOGLE,GOOGLE *CLOUD wvZT9x g.co/HelpPay,-1.55,CAD,-1.55,,,ambiguous,"Multiple doc candidates: doc-20250131-google-1.55CAD-2e063b4eda, doc-20250131-google-1.55CAD-f4f4d0e0d7"
tx-2025-cc-20250203-30584d879d,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=882-886,corporate,TD Business VISA,credit_card,5143,Slack,SLACK TH3BB4YVD SLACK.COM FOREIGN CURRENCY,-27.96,CAD,-27.96,,,missing,
tx-2025-cc-20250203-f4e39c8e03,2025,2025-02-03,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=890-893,corporate,TD Business VISA,credit_card,5143,U-HAUL,U-HAUL GUARDIAN STORAG 800-528-0463,-129.21,CAD,-129.21,,doc-20250201-guardian-storage-129.21CAD-b954b16855,found,Linked evidence vendor: Guardian Storage
tx-2025-cc-20250204-08cbb8a29d,2025,2025-02-04,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=897-900,corporate,TD Business VISA,credit_card,5143,THE,THE WEDGEWOOD HOTEL VANCOUVER,-95.00,CAD,-95.00,,,missing,
tx-2025-cc-20250205-5c7d3d609e,2025,2025-02-05,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=904-908,corporate,TD Business VISA,credit_card,5143,OPENPHONE,OPENPHONE OPENPHONE.CO FOREIGN CURRENCY,-40.88,CAD,-40.88,,,missing,
tx-2025-cc-20250207-2864d32e86,2025,2025-02-07,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1058-1061,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *JETBRAINSAM 4029357733,-16.90,CAD,-16.90,,,missing,
tx-2025-cc-20250210-1ffdcb33a7,2025,2025-02-10,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1065-1068,corporate,TD Business VISA,credit_card,5143,PayPal,PAYPAL *GITHUB INC 4029357733,-11.97,CAD,-11.97,,,missing,
tx-2025-cc-20250210-52444938da,2025,2025-02-10,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1072-1075,corporate,TD Business VISA,credit_card,5143,Rogers,ROGERS ******1233 888-764-3771,-295.60,CAD,-295.60,,,missing,
tx-2025-cc-20250210-08f36fa8aa,2025,2025-02-10,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1079-1082,corporate,TD Business VISA,credit_card,5143,PayPal,PP*ADOBE INC ADOBE 4029357733,-14.55,CAD,-14.55,,,missing,
tx-2025-cc-20250213-4c98009333,2025,2025-02-13,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1086-1092,corporate,TD Business VISA,credit_card,5143,GOOGLE*YOUTUBEPREMIUM,GOOGLE*YOUTUBEPREMIUM,-24.60,CAD,-24.60,,,missing,
tx-2025-cc-20250214-77ce082104,2025,2025-02-14,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1096-1099,corporate,TD Business VISA,credit_card,5143,Microsoft,Microsoft#G078654954 425-7038358,-15.72,CAD,-15.72,,,missing,
tx-2025-cc-20250214-8aa99a43ad,2025,2025-02-14,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1103-1106,corporate,TD Business VISA,credit_card,5143,Microsoft,Microsoft-G078664766 Mississauga,-30.25,CAD,-30.25,,,missing,
tx-2025-cc-20250218-b2eb4bf917,2025,2025-02-18,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1110-1113,corporate,TD Business VISA,credit_card,5143,CENTURY,CENTURY PLAZA HOTEL S VANCOUVER,-260.00,CAD,-260.00,,,missing,
tx-2025-cc-20250218-897ecdace0,2025,2025-02-18,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1117-1120,corporate,TD Business VISA,credit_card,5143,Uber,UBER* TRIP TORONTO,-8.49,CAD,-8.49,,,missing,
tx-2025-cc-20250218-1cffd4e21d,2025,2025-02-18,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1124-1127,corporate,TD Business VISA,credit_card,5143,NAMESPRO,NAMESPRO SOLUTIONS INC. RICHMOND,-38.78,CAD,-38.78,,,missing,
tx-2025-cc-20250218-dfaab3390d,2025,2025-02-18,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1131-1137,corporate,TD Business VISA,credit_card,5143,BRIOCHE,BRIOCHE URBAN BAKING LTD,-138.26,CAD,-138.26,,,missing,
tx-2025-cc-20250218-5e33e6417b,2025,2025-02-18,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1141-1144,corporate,TD Business VISA,credit_card,5143,Uber,UBER CANADA/UBERTRIP TORONTO,-12.63,CAD,-12.63,,doc-20250215-uber-12.63CAD-87b2c19871,found,
tx-2025-cc-20250219-e28803e286,2025,2025-02-19,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1148-1151,corporate,TD Business VISA,credit_card,5143,MIKU,MIKU RESTAURANT VANCOUVER,-185.00,CAD,-185.00,,,missing,
tx-2025-cc-20250219-5a4f90a1da,2025,2025-02-19,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1155-1158,corporate,TD Business VISA,credit_card,5143,PAYMENT,PAYMENT - THANK YOU,1353.13,CAD,1353.13,,,missing,
tx-2025-cc-20250220-5cef03397c,2025,2025-02-20,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1162-1168,corporate,TD Business VISA,credit_card,5143,Amazon,AMZN Mktp CA*QP9JP0X63,-137.74,CAD,-137.74,,,missing,
tx-2025-cc-20250221-acd1359d95,2025,2025-02-21,cc_md,FY2025/transactions/2_liabilities/TD_Business_Visa_2025.md,lines=1298-1304,corporate,TD Business VISA,credit_card,5143,Amazon,AMZN Mktp CA*M054P7C43,-302.39,CAD,-302.39,,,missing,
